iter	RMSE
685	770.6766996
686	770.6744711
687	770.6672094
688	770.6607892
689	770.6009508
690	770.5797492
691	770.5282098
692	770.5198084
693	770.5195127
694	770.5115024
695	770.4837219
696	770.4760862
697	770.4717385
698	770.4460957
699	770.4456571
700	770.4121421
701	770.4032087
702	770.3952357
703	770.3899571
704	770.3893597
705	770.3517509
706	770.3435645
707	770.3395281
708	770.3320334
709	770.3067346
710	770.2637028
711	770.2427272
712	770.2242315
713	770.2008003
714	770.1921934
715	770.1554192
716	770.1552517
717	770.1546454
718	770.1382344
719	770.1209931
720	770.1022868
721	770.0952921
722	770.0862488
723	770.0344264
724	770.0229096
725	770.0103953
726	769.9923181
727	769.9856498
728	769.9407455
729	769.9222876
730	769.9201525
731	769.8941922
732	769.8856761
733	769.8716216
734	769.8676216
735	769.8502908
736	769.8474361
737	769.841077
738	769.8001948
739	769.7443106
740	769.7125548
741	769.6715473
742	769.6559324
743	769.6308634
744	769.5897868
745	769.5517448
746	769.5168135
747	769.5159515
748	769.4981182
749	769.3986338
750	769.3811638
751	769.3541228
752	769.3480447
753	769.3066966
754	769.2886683
755	769.2775261
756	769.2717421
757	769.266224
758	769.251328
759	769.2118105
760	769.1933461
761	769.1795215
762	769.1765169
763	769.1399733
764	769.1238632
765	769.1188557
766	769.1150603
767	769.0874765
768	769.0593108
769	769.0357441
770	769.020821
771	769.006662
772	768.9884775
773	768.9874712
774	768.952092
775	768.9502227
776	768.8753871
777	768.8568167
778	768.8336134
779	768.8076077
780	768.783941
781	768.7786676
782	768.7541671
783	768.7430777
784	768.7139192
785	768.6999112
786	768.6949196
787	768.6918927
788	768.6738157
789	768.6647801
790	768.6609625
791	768.6587179
792	768.6300853
793	768.6271022
794	768.591545
795	768.5865858
796	768.5521586
797	768.5147601
798	768.514287
799	768.5084434
800	768.4746275
801	768.4284146
802	768.3840436
803	768.3788379
804	768.3786499
805	768.3587134
806	768.3432534
807	768.3402634
808	768.3378575
809	768.3331424
810	768.3286468
811	768.2988139
812	768.2894165
813	768.2834655
814	768.2305469
815	768.2022731
816	768.1847761
817	768.1597092
818	768.1425911
819	768.1387433
820	768.1339553
821	768.1163945
822	768.1123401
823	768.103268
824	768.0839577
825	768.0571218
826	768.027226
827	768.0141851
828	768.0107485
829	767.9799571
830	767.9440361
831	767.9402021
832	767.908847
833	767.8820862
834	767.8790683
835	767.8763586
836	767.8317412
837	767.8222842
838	767.8011505
839	767.790808
840	767.7482605
841	767.7446073
842	767.7172876
843	767.6740988
844	767.650077
845	767.6082345
846	767.6021145
847	767.5693046
848	767.5638612
849	767.5220171
850	767.5212811
851	767.4875207
852	767.4614188
853	767.4579187
854	767.4576823
855	767.3659
856	767.3625591
857	767.3450562
858	767.3242978
859	767.3035606
860	767.2597735
861	767.21025
862	767.1941424
863	767.1797928
864	767.1719781
865	767.1709007
866	767.1429079
867	767.1115061
868	767.0857863
869	767.0807116
870	767.033555
871	767.0279837
872	767.0077996
873	766.9931291
874	766.985766
875	766.9339564
876	766.9107514
877	766.907604
878	766.8738622
879	766.8707411
880	766.8514236
881	766.8245356
882	766.8215275
883	766.8138234
884	766.7889574
885	766.7803956
886	766.7746294
887	766.7495604
888	766.7487141
889	766.7095156
890	766.7055617
891	766.7028647
892	766.6968591
893	766.6839382
894	766.6616731
895	766.6559193
896	766.6505945
897	766.6216222
898	766.588719
899	766.5465572
900	766.5218595
901	766.5117777
902	766.5054591
903	766.4978628
904	766.4582544
905	766.4378824
906	766.4047779
907	766.3789931
908	766.3554335
909	766.3531572
910	766.3374306
911	766.3001493
912	766.292903
913	766.2926764
914	766.2902427
915	766.2881115
916	766.240219
917	766.2306928
918	766.2276811
919	766.2224817
920	766.2028045
921	766.1692802
922	766.1474037
923	766.1081384
924	766.0973617
925	766.0836437
926	766.0569919
927	766.0395855
928	766.0092951
929	765.9760122
930	765.9589068
931	765.9565042
932	765.9106754
933	765.8654601
934	765.8620334
935	765.8152639
936	765.7935819
937	765.7787262
938	765.7448973
939	765.744501
940	765.7126796
941	765.7011561
942	765.7010461
943	765.6863878
944	765.6545534
945	765.6492045
946	765.6301151
947	765.6234906
948	765.6095045
949	765.6075898
950	765.5721825
951	765.5509352
952	765.5392583
953	765.5015375
954	765.4750392
955	765.4700488
956	765.4677518
957	765.4242904
958	765.3968784
959	765.3818067
960	765.3800281
961	765.344043
962	765.2974768
963	765.2712323
964	765.2564767
965	765.2465015
966	765.2441123
967	765.2253129
968	765.186908
969	765.1557991
970	765.1190923
971	765.0730502
972	765.0585278
973	765.0475474
974	765.0361762
975	765.0140429
976	765.0105541
977	764.9537433
978	764.9243516
979	764.8795421
980	764.8690709
981	764.8351823
982	764.8161699
983	764.7725971
984	764.7400889
985	764.7378979
986	764.7347928
987	764.7188619
988	764.6937828
989	764.670347
990	764.6629522
991	764.6586831
992	764.6566713
993	764.6342837
994	764.6293179
995	764.5929627
996	764.548279
997	764.5261384
998	764.4802003
999	764.4800718
